,Track ID,Subgenre,Slice,Chroma,RMS,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,Zero Crossing Rate,MFCC,Harmony,Tempo
70,3lqNJQbW3hVmkHcScJrmr3,Black,8,0.6611824,0.20008187,275669.8738507276,233952.5518397704,1475135.122492019,0.0505098122478898,2877.307,0.026048679,83.35433467741936
71,3lqNJQbW3hVmkHcScJrmr3,Black,9,0.6605477,0.19330797,253497.0337799867,243801.9410185308,1301845.5339302197,0.0571313828873656,2808.9573,0.019522937,161.4990234375
72,67Ic74Fny1HzKpJCyfc0Za,Black,1,0.6245804,0.1456693,48015.15300397151,22538.97309853924,78388.54091315481,0.0908138565353157,2385.6636,0.008413302,132.51201923076923
73,67Ic74Fny1HzKpJCyfc0Za,Black,2,0.63188446,0.13941368,40978.88629571126,21233.593411075733,82849.08642904699,0.0937263150169015,2239.0532,0.008052566,184.5703125
74,67Ic74Fny1HzKpJCyfc0Za,Black,3,0.5348412,0.14189383,36050.04582947266,21279.9726750296,73678.71904031825,0.0908859435998875,2294.0493,0.009760654,178.20581896551724
75,67Ic74Fny1HzKpJCyfc0Za,Black,4,0.5448197,0.1435662,41052.87317543872,28791.712868196515,89527.67804231496,0.0928550669873305,2364.4656,0.00932388,178.20581896551724
76,67Ic74Fny1HzKpJCyfc0Za,Black,5,0.5905817,0.14349926,46384.86460153993,28004.93473367823,84758.62469349231,0.092047247242141,2319.208,0.009256444,117.45383522727272
77,67Ic74Fny1HzKpJCyfc0Za,Black,6,0.6270306,0.14167714,49708.9822857938,27569.823281398232,94732.50736518006,0.0917514248718574,2284.4114,0.008337655,69.83741554054055
78,67Ic74Fny1HzKpJCyfc0Za,Black,7,0.5428708,0.13741177,58900.61001653113,80647.11185302414,131983.8315542986,0.0911171130471816,2472.9849,0.008971452,117.45383522727272
79,67Ic74Fny1HzKpJCyfc0Za,Black,8,0.56391984,0.13325754,61560.63963619204,79529.4321736097,130837.79822057665,0.0959553974752866,2541.7168,0.0084314225,120.18531976744184
80,67Ic74Fny1HzKpJCyfc0Za,Black,9,0.53813875,0.1400071,54933.53601551103,66973.64779500676,133227.934403207,0.0898534331189002,2634.3054,0.009606283,117.45383522727272
81,1OBorgkhbKJspVDmIyOmOl,Black,1,0.5432752,0.33401906,373394.6798064564,257059.6408403749,2584397.715504175,0.070486102298459,1830.3722,0.066040665,129.19921875
82,1OBorgkhbKJspVDmIyOmOl,Black,2,0.49052712,0.36379874,137058.96514153449,80337.19844055257,1020344.5343200088,0.0761165753173759,1707.3132,0.07962322,129.19921875
83,1OBorgkhbKJspVDmIyOmOl,Black,3,0.5829597,0.30958292,121408.04600437862,54462.11974039724,771719.7992641098,0.0843805104138231,1515.1901,0.06184429,129.19921875
84,1OBorgkhbKJspVDmIyOmOl,Black,4,0.5678688,0.32566932,210824.68990223412,83632.94832876301,936598.6607549484,0.0900241133618697,1698.4702,0.057250425,129.19921875
85,1OBorgkhbKJspVDmIyOmOl,Black,5,0.5677113,0.3316401,243956.3486325637,72144.27154974721,974628.1462980764,0.0860582630247718,1573.6084,0.0601293,129.19921875
86,1OBorgkhbKJspVDmIyOmOl,Black,6,0.5931106,0.333587,198814.0929924008,171419.61765298632,1297131.7647874055,0.07553944963954,1707.1511,0.07370366,129.19921875
87,1OBorgkhbKJspVDmIyOmOl,Black,7,0.60547674,0.33821303,163533.58780895305,99509.46579794398,1050898.2389632587,0.0813063796330247,1652.2909,0.060716268,129.19921875
88,1OBorgkhbKJspVDmIyOmOl,Black,8,0.598341,0.32915094,386012.3235654508,126655.16641958826,1335476.2713998666,0.0926831166903211,1544.6793,0.06559549,129.19921875
89,1OBorgkhbKJspVDmIyOmOl,Black,9,0.5844196,0.30251297,209298.01586479388,111192.88529981574,1147559.0298221444,0.0952762835151712,1655.3296,0.052810986,129.19921875
90,4szkPDUBjYfL12BWA9LjNX,Black,1,0.5872822,0.23863463,65612.30449937894,24549.99833063268,277912.5719142884,0.0745044289696392,1964.2856,0.03032196,132.51201923076923
91,4szkPDUBjYfL12BWA9LjNX,Black,2,0.58426356,0.23809445,128894.71646962884,68985.46502167702,639902.712781417,0.0769364778706309,1922.6666,0.030601572,129.19921875
92,4szkPDUBjYfL12BWA9LjNX,Black,3,0.57592684,0.24678412,101741.00642550563,57528.39377778098,511590.8465402852,0.0702828140595441,1940.713,0.035619088,126.04801829268293
93,4szkPDUBjYfL12BWA9LjNX,Black,4,0.58383965,0.23922803,92192.1764623912,38829.45394580096,412990.3202359218,0.070576383834345,2077.312,0.032667514,132.51201923076923
94,4szkPDUBjYfL12BWA9LjNX,Black,5,0.62824965,0.25233302,65585.15029565744,34938.061850530554,380152.66998421965,0.0666171791987783,1949.3247,0.036135703,129.19921875
95,4szkPDUBjYfL12BWA9LjNX,Black,6,0.5688705,0.24202509,102992.3052407238,60794.73035004667,515562.8092695449,0.0776605023618542,1901.5679,0.03234768,126.04801829268293
96,4szkPDUBjYfL12BWA9LjNX,Black,7,0.60963964,0.24221633,100000.51080599366,49621.71240661501,438684.25432084,0.0760716621917098,2026.4315,0.033309158,129.19921875
97,4szkPDUBjYfL12BWA9LjNX,Black,8,0.5719432,0.2459622,69142.12707796738,22594.77456087505,249384.3026263597,0.0781952542828325,2023.7421,0.034955304,126.04801829268293
98,4szkPDUBjYfL12BWA9LjNX,Black,9,0.6163873,0.22889917,61851.67063068666,33461.25844345487,328498.41633163457,0.0712143319217618,2232.8975,0.028758105,129.19921875
99,4jVCGqtXDPSJh3D18PY5oD,Black,1,0.51312244,0.18342909,205668.9113197389,236536.14485293304,1285093.307251718,0.029641749719141,3696.6924,0.022514274,143.5546875
100,4jVCGqtXDPSJh3D18PY5oD,Black,2,0.5530734,0.19122006,216015.140101148,219937.3133648008,1448172.486365007,0.0342823509858564,3302.859,0.021250851,132.51201923076923
101,4jVCGqtXDPSJh3D18PY5oD,Black,3,0.49135667,0.19750689,139989.3653313,168903.94850785422,997547.827416776,0.0304125488000781,3484.7341,0.026040282,139.6748310810811
102,4jVCGqtXDPSJh3D18PY5oD,Black,4,0.48280084,0.19709164,152190.05339604832,182539.14110515025,1039883.304072924,0.0295151909203658,3575.9026,0.027356464,132.51201923076923
103,4jVCGqtXDPSJh3D18PY5oD,Black,5,0.48536304,0.19310455,134830.7011138702,157612.76160104427,937200.749231482,0.0322874641893296,3554.4165,0.023866354,67.11647727272727
104,4jVCGqtXDPSJh3D18PY5oD,Black,6,0.54926383,0.17419028,164866.47319302167,175502.21150887487,1021646.1781828484,0.0280042847051484,3782.3374,0.017986339,129.19921875
105,4jVCGqtXDPSJh3D18PY5oD,Black,7,0.5311831,0.17840709,159266.93755429605,194641.5547704313,1089792.6429936625,0.0292261660865845,3585.8367,0.018386086,135.99917763157896
106,4jVCGqtXDPSJh3D18PY5oD,Black,8,0.5071655,0.16954833,199314.04511144655,252527.24903590605,1285737.9788143083,0.0307625226365583,3892.281,0.019311618,129.19921875
107,4jVCGqtXDPSJh3D18PY5oD,Black,9,0.52155995,0.17718536,248123.38123303585,328922.76679423056,1363518.5239114754,0.0276236008098621,4448.3584,0.019732408,132.51201923076923
108,5wHOilOuvmCoMaVtL73rlF,Black,1,0.5671169,0.16156626,32256.25611754417,14182.696500668855,88598.92362562561,0.0810293488876332,3650.1252,0.011231969,132.51201923076923
109,5wHOilOuvmCoMaVtL73rlF,Black,2,0.5414511,0.19871588,18230.42813566951,14348.886894921414,65557.43632988828,0.0798501987718579,3438.5474,0.01592056,135.99917763157896
110,5wHOilOuvmCoMaVtL73rlF,Black,3,0.6160387,0.16915566,24164.17808648888,20506.95287341227,90368.19653131392,0.0833086050629564,3695.7646,0.012269763,129.19921875
111,5wHOilOuvmCoMaVtL73rlF,Black,4,0.5877168,0.15533002,34430.85746489028,23677.685686638964,48049.17170341385,0.0798111304751172,3566.8208,0.010548924,139.6748310810811
112,5wHOilOuvmCoMaVtL73rlF,Black,5,0.67371875,0.12960722,22952.153490775247,23695.861183474677,36685.87447989152,0.0806594585466412,3906.4734,0.0069923364,132.51201923076923
113,5wHOilOuvmCoMaVtL73rlF,Black,6,0.6489237,0.12716824,25996.7019152828,8597.613833084803,42728.46273919628,0.0834192417969518,3981.992,0.006830403,143.5546875
114,5wHOilOuvmCoMaVtL73rlF,Black,7,0.57835203,0.17693098,25141.14104919836,20105.415616493425,83660.95038721211,0.0764780370688083,3669.728,0.013923677,135.99917763157896
115,5wHOilOuvmCoMaVtL73rlF,Black,8,0.60940003,0.16945927,23374.066152041552,23370.72509945121,58702.99990300805,0.0779615914792658,3611.8352,0.0125562465,103.359375
116,5wHOilOuvmCoMaVtL73rlF,Black,9,0.6214724,0.17636998,24988.372019156235,25838.815960590688,53232.22586462496,0.0770215736593653,3716.3545,0.012000555,135.99917763157896
117,5AvnS4qNJ1mVVkjRYOS25b,Black,1,0.5102465,0.2532059,33190.17705670851,49664.23640621491,160217.74973371238,0.0762999352305451,2199.3333,0.041765813,60.79963235294117
118,5AvnS4qNJ1mVVkjRYOS25b,Black,2,0.5277983,0.23746298,44944.82794701109,45721.07829355177,255840.69634765672,0.0851896795070181,2092.4375,0.032901723,114.84375
119,5AvnS4qNJ1mVVkjRYOS25b,Black,3,0.48514533,0.23568198,101773.84296400356,79651.26324070629,578304.3423417886,0.08558890570081,2060.3313,0.03139289,112.34714673913044
120,5AvnS4qNJ1mVVkjRYOS25b,Black,4,0.48528516,0.23189154,47784.86867948532,83972.04421498648,219796.696257748,0.0808287612782084,2105.141,0.031717326,117.45383522727272
121,5AvnS4qNJ1mVVkjRYOS25b,Black,5,0.51067394,0.21513101,51469.06482173118,78661.64816900788,204120.53999778905,0.0896090978238385,2163.5195,0.027314693,120.18531976744184
122,5AvnS4qNJ1mVVkjRYOS25b,Black,6,0.50628537,0.23421492,159314.45937238744,110542.18250532534,937735.2766301704,0.0852861395178052,2072.9446,0.03353068,117.45383522727272
123,5AvnS4qNJ1mVVkjRYOS25b,Black,7,0.4804285,0.24443392,42720.77084143353,53059.74602217836,220223.5416044538,0.0790146743762017,2149.3062,0.03837628,114.84375
124,5AvnS4qNJ1mVVkjRYOS25b,Black,8,0.5131289,0.2285015,154143.8429885049,115692.47745347516,1113448.066992164,0.0861559821142621,2001.0845,0.029729081,114.84375
125,5AvnS4qNJ1mVVkjRYOS25b,Black,9,0.47879672,0.2359946,42725.75599094522,63009.57154091019,184230.5600494429,0.0805764515194749,2092.82,0.03322006,120.18531976744184
126,6f44ixCGJ9xYexBFRtWp2n,Black,1,0.54379994,0.28895125,16664.951132193477,12590.991109410115,34216.926455027526,0.0629259922183801,3763.6697,0.058096025,45.73423672566372
127,6f44ixCGJ9xYexBFRtWp2n,Black,2,0.54106766,0.3043447,17815.537233917294,21274.59851808896,26171.280791796064,0.0620432280393763,3547.2883,0.06430127,156.60511363636363
128,6f44ixCGJ9xYexBFRtWp2n,Black,3,0.54250455,0.29470062,28287.23086366559,21540.078895320286,47354.997098768086,0.062188785380842,3704.279,0.062089097,72.78829225352112
129,6f44ixCGJ9xYexBFRtWp2n,Black,4,0.52149403,0.2968328,18489.78427780047,24838.59010207803,27829.74425734526,0.0605159590967606,3746.4622,0.061248142,120.18531976744184
130,6f44ixCGJ9xYexBFRtWp2n,Black,5,0.56976235,0.328364,13046.049855228908,18964.91875792289,27010.67120598737,0.0530137329290929,3662.2136,0.075520076,234.90767045454547
131,6f44ixCGJ9xYexBFRtWp2n,Black,6,0.5407287,0.27554414,17702.57019547711,25670.20743140948,35003.80853300464,0.0678714705438349,3796.223,0.05488491,129.19921875
132,62kdQaoGTQxcN0djfRBDvY,Black,1,0.6769797,0.23365201,51105.21096449216,16597.928932829174,118910.89993665653,0.066977520520436,3186.1409,0.027578129,132.51201923076923
133,62kdQaoGTQxcN0djfRBDvY,Black,2,0.64752734,0.23276769,38454.10131210972,17941.689495942424,98473.62377816,0.069179364382102,3220.3647,0.026878403,147.65625
134,62kdQaoGTQxcN0djfRBDvY,Black,3,0.63318646,0.23392506,43006.15100497512,16003.956169852525,107426.4441433747,0.0712650350636445,3095.1343,0.028198317,90.66611842105264
135,62kdQaoGTQxcN0djfRBDvY,Black,4,0.67007357,0.23435053,51162.17624841333,29877.705864412343,113825.9552805854,0.0669895179000051,3081.5278,0.028138794,151.99908088235293
136,62kdQaoGTQxcN0djfRBDvY,Black,5,0.6838483,0.23285128,49756.60464981252,45689.52440590087,107328.3150821293,0.0690215266836156,3174.2866,0.027514048,156.60511363636363
137,62kdQaoGTQxcN0djfRBDvY,Black,6,0.6571233,0.23659891,76401.45672956451,42397.34621738709,148771.23625207064,0.0706516129231883,3135.79,0.027589252,151.99908088235293
138,62kdQaoGTQxcN0djfRBDvY,Black,7,0.6447238,0.23604879,59620.40110915693,53999.632663395016,153766.91545858447,0.0687888056691559,3254.1982,0.028953789,151.99908088235293
139,62kdQaoGTQxcN0djfRBDvY,Black,8,0.6591777,0.23370239,53513.41025551556,41641.1476343079,98930.74251151242,0.0623079544298604,3442.3857,0.03132153,147.65625
140,62kdQaoGTQxcN0djfRBDvY,Black,9,0.6596226,0.22904415,41244.50909632336,17185.847872301114,44372.99711409932,0.0666063118666204,3579.6418,0.030357413,99.38401442307692
141,0ciYpsZB4hPUrN1SpanfO5,Black,1,0.6884122,0.22529225,59450.182286900126,39506.35025795496,97102.86867379966,0.1016375501140819,2727.594,0.022426562,120.18531976744184
142,0ciYpsZB4hPUrN1SpanfO5,Black,2,0.6233652,0.23486584,38287.19701159893,22334.278771048965,78691.89666026349,0.0922657992815253,2595.792,0.025763897,80.74951171875
143,0ciYpsZB4hPUrN1SpanfO5,Black,3,0.65478456,0.2354811,32036.54993747982,20480.8395294803,72259.58119191069,0.0912954820183201,2624.7166,0.024306107,66.25600961538461
144,0ciYpsZB4hPUrN1SpanfO5,Black,4,0.6697067,0.23180042,31462.83680095558,18255.96419324957,70721.62055216887,0.0921011410864732,2532.8599,0.02350395,90.66611842105264
145,0ciYpsZB4hPUrN1SpanfO5,Black,5,0.66079175,0.23831941,33447.12298982139,40702.92110636918,80123.21930530734,0.0915139533278465,2737.2603,0.025667131,123.046875
146,0ciYpsZB4hPUrN1SpanfO5,Black,6,0.67934775,0.24016765,60028.71412381268,42259.94718983062,109793.6697340604,0.0962305664794037,2795.2463,0.025222395,126.04801829268293
147,0ciYpsZB4hPUrN1SpanfO5,Black,7,0.7071086,0.1944554,19680.93799552032,16416.65424448003,26511.954547333135,0.0999284251211325,2637.1187,0.017854214,123.046875
